"name"	"query"	"Solution"	"encodingTime"	"constructionTime"	"solverTime"	"codeFormerTime"	"refineTime"	"typeCheckerTime"	"totalTime"	"iterations"	"pathLength"	"numOfTransitions"	"numOfPlaces"	"duplicateSymbols"
"applyNtimes"	"(a->a) -> a -> Int -> a"	"SOLUTION: arg0 ((GHC.List.!!) (GHC.List.repeat arg2) arg3)
"	"2.3858136999999998e-2"	"6.4806519e-2"	"0.15892140300000002"	"8.8211e-5"	"0.10004590899999999"	"5.78301e-4"	"0.348883171"	"2"	"3"	"124"	"fromList [(0"	"['(68']"
