"name"	"query"	"solutions"
"fromFirstMaybes"	"a -> [Maybe a] -> a"	"Data.Maybe.fromMaybe arg0 (GHC.List.head arg1)
Data.Maybe.fromMaybe arg0 (GHC.List.last arg1)"
