"name"	"query"	"Solution"	"encodingTime"	"constructionTime"	"solverTime"	"codeFormerTime"	"refineTime"	"typeCheckerTime"	"totalTime"	"iterations"	"pathLength"	"numOfTransitions"	"numOfPlaces"	"duplicateSymbols"
"lookup"	"Eq a => [(a,b)] -> a -> b"	"SOLUTION: Data.Maybe.fromJust (GHC.List.lookup arg1 arg0)
"	"2.6998009999999996e-2"	"2.1588233e-2"	"0.146674026"	"8.681240000000001e-4"	"0.285591198"	"1.6198240000000002e-3"	"0.485204799"	"6"	"2"	"303"	"fromList [(0"	"['(6']"
