"name"	"query"	"Solution"	"encodingTime"	"constructionTime"	"solverTime"	"codeFormerTime"	"refineTime"	"typeCheckerTime"	"totalTime"	"iterations"	"pathLength"	"numOfTransitions"	"numOfPlaces"	"duplicateSymbols"
"fromFirstMaybes"	"a -> [Maybe a] -> a"	"No Solution"	"0.225645482"	"3.4095453e-2"	"1.010137344"	"7.508065000000001e-3"	"1.230927286"	"3.3418769999999996e-3"	"2.5168912889999997"	"13"	"2"	"1192"	"fromList [(0"	"['(6']"
