"name"	"query"	"Solution"	"encodingTime"	"constructionTime"	"solverTime"	"codeFormerTime"	"refineTime"	"typeCheckerTime"	"totalTime"	"iterations"	"pathLength"	"numOfTransitions"	"numOfPlaces"	"duplicateSymbols"
"applyNtimes"	"(a->a) -> a -> Int -> a"	"SOLUTION: arg0 ((GHC.List.!!) (GHC.List.repeat arg2) arg3)
"	"3.9867445e-2"	"7.3724315e-2"	"0.21441106899999998"	"3.1401840000000003e-3"	"0.10848840500000001"	"1.1773050000000002e-3"	"0.44115676400000003"	"2"	"3"	"124"	"fromList [(0"	"['(68']"
