"name"	"query"	"Solution"	"encodingTime"	"constructionTime"	"solverTime"	"codeFormerTime"	"refineTime"	"typeCheckerTime"	"totalTime"	"iterations"	"pathLength"	"numOfTransitions"	"numOfPlaces"	"duplicateSymbols"
"applyNtimes"	"(a->a) -> a -> Int -> a"	"SOLUTION: arg0 ((GHC.List.!!) (GHC.List.repeat arg2) arg3)
"	"4.2923187999999994e-2"	"2.3643832e-2"	"0.23787243200000002"	"1.03763e-4"	"0.19108519100000002"	"1.4058380000000002e-3"	"0.500310933"	"5"	"3"	"174"	"fromList [(0"	"['(6']"
